date,village,state,latitude,longitude,rainfall_mm,days_since_last_rain,turbidity_ntu,ph_level,dissolved_oxygen_mgL,bacterial_count_cfu,reported_symptom_cases,population_at_risk,outbreak_risk_probability,outbreak_next_7days
2026-04-15,Imphal East,Manipur,24.82,93.95,12.3,0,4.44,7.19,8.01,79.6,2,1495,0.343,0
2026-04-16,Imphal East,Manipur,24.82,93.95,4.59,0,4.4,6.53,9.02,52.4,2,2927,0.221,0
2026-04-17,Imphal East,Manipur,24.82,93.95,28.88,0,8.18,6.65,6.73,146.1,0,1338,0.556,1
2026-04-18,Imphal East,Manipur,24.82,93.95,0.31,1,9.04,7.0,6.74,113.4,0,503,0.329,0
2026-04-19,Imphal East,Manipur,24.82,93.95,1.8,2,4.41,7.28,6.27,82.1,0,2679,0.174,0
2026-04-20,Imphal East,Manipur,24.82,93.95,13.05,0,2.54,7.11,6.0,96.0,0,868,0.284,0
2026-04-21,Imphal East,Manipur,24.82,93.95,3.14,0,4.14,7.1,8.89,69.5,1,1803,0.202,0
2026-04-22,Imphal East,Manipur,24.82,93.95,7.82,0,6.51,7.51,6.83,77.5,2,2737,0.371,0
2026-04-23,Imphal East,Manipur,24.82,93.95,3.02,0,7.5,7.34,8.63,73.3,2,1086,0.398,0
2026-04-24,Imphal East,Manipur,24.82,93.95,13.19,0,5.23,6.54,6.17,95.0,2,1007,0.399,0
2026-04-25,Imphal East,Manipur,24.82,93.95,2.07,0,4.53,7.45,6.55,14.6,3,658,0.313,0
2026-04-26,Imphal East,Manipur,24.82,93.95,5.85,0,5.6,6.65,5.61,43.3,2,2191,0.254,0
2026-04-27,Imphal East,Manipur,24.82,93.95,0.87,1,4.14,6.84,6.43,95.9,2,2890,0.203,0
2026-04-28,Imphal East,Manipur,24.82,93.95,3.67,0,6.29,7.26,5.55,115.3,2,2514,0.286,0
2026-04-29,Imphal East,Manipur,24.82,93.95,15.89,0,6.38,6.74,7.04,93.2,2,438,0.413,0
2026-04-30,Imphal East,Manipur,24.82,93.95,3.15,0,7.76,6.79,7.99,147.1,0,2335,0.226,0
2026-05-01,Imphal East,Manipur,24.82,93.95,5.31,0,1.79,6.34,6.62,74.4,0,337,0.263,0
2026-05-02,Imphal East,Manipur,24.82,93.95,0.41,1,6.87,7.78,6.63,107.2,3,1689,0.376,0
2026-05-03,Imphal East,Manipur,24.82,93.95,2.57,0,6.19,6.59,4.21,107.2,1,1012,0.234,0
2026-05-04,Imphal East,Manipur,24.82,93.95,2.26,0,8.17,6.07,9.9,103.7,1,1300,0.344,0
2026-05-05,Imphal East,Manipur,24.82,93.95,1.67,1,6.75,7.02,5.38,47.9,0,943,0.311,0
2026-05-06,Imphal East,Manipur,24.82,93.95,1.42,2,5.7,6.42,7.14,125.3,1,1489,0.271,0
2026-05-07,Imphal East,Manipur,24.82,93.95,1.34,3,4.23,7.7,6.88,64.5,2,306,0.158,0
2026-05-08,Imphal East,Manipur,24.82,93.95,0.75,4,2.62,6.25,6.18,72.0,2,1449,0.218,0
2026-05-09,Imphal East,Manipur,24.82,93.95,7.12,0,7.98,7.25,6.18,120.4,0,2582,0.329,0
2026-05-10,Imphal East,Manipur,24.82,93.95,1.96,1,0.5,7.22,5.06,9.2,2,2647,0.146,0
2026-05-11,Imphal East,Manipur,24.82,93.95,0.99,2,2.07,8.26,7.14,34.1,1,2476,0.236,0
2026-05-12,Imphal East,Manipur,24.82,93.95,4.93,0,5.79,6.66,5.78,76.6,1,2105,0.242,0
2026-05-13,Imphal East,Manipur,24.82,93.95,11.21,0,6.06,7.37,6.92,88.0,2,2681,0.381,0
2026-05-14,Imphal East,Manipur,24.82,93.95,7.55,0,5.15,7.64,6.7,101.4,2,2905,0.352,0
2026-05-15,Imphal East,Manipur,24.82,93.95,9.6,0,4.52,7.01,6.03,92.5,3,1436,0.398,0
2026-05-16,Imphal East,Manipur,24.82,93.95,1.91,1,1.55,7.3,8.89,67.3,2,1706,0.201,0
2026-05-17,Imphal East,Manipur,24.82,93.95,11.74,0,0.95,6.91,8.44,67.2,3,1217,0.453,1
2026-05-18,Imphal East,Manipur,24.82,93.95,5.55,0,3.79,7.3,7.5,62.3,2,2837,0.361,0
2026-05-19,Imphal East,Manipur,24.82,93.95,26.02,0,3.45,6.85,6.67,95.8,0,303,0.416,0
2026-05-20,Imphal East,Manipur,24.82,93.95,6.02,0,8.52,7.36,7.45,95.1,4,1342,0.521,1
2026-05-21,Imphal East,Manipur,24.82,93.95,24.19,0,9.37,7.52,5.63,75.1,2,1960,0.55,1
2026-05-22,Imphal East,Manipur,24.82,93.95,5.9,0,3.49,7.3,7.4,106.1,1,2171,0.204,0
2026-05-23,Imphal East,Manipur,24.82,93.95,17.02,0,6.54,7.75,7.27,92.2,2,567,0.498,1
2026-05-24,Imphal East,Manipur,24.82,93.95,1.37,1,2.12,7.08,8.85,90.7,4,2077,0.34,0
2026-05-25,Imphal East,Manipur,24.82,93.95,7.81,0,0.85,6.65,4.54,44.1,1,422,0.246,0
2026-05-26,Imphal East,Manipur,24.82,93.95,0.61,1,4.37,7.35,7.37,109.8,3,512,0.333,0
2026-05-27,Imphal East,Manipur,24.82,93.95,9.44,0,4.22,7.51,6.91,128.8,4,2510,0.441,0
2026-05-28,Imphal East,Manipur,24.82,93.95,6.49,0,6.09,7.0,8.56,75.6,4,1688,0.397,0
2026-05-29,Imphal East,Manipur,24.82,93.95,9.36,0,2.38,6.46,4.9,109.1,0,2954,0.338,0
2026-05-30,Imphal East,Manipur,24.82,93.95,14.7,0,6.11,6.94,6.1,89.6,0,318,0.239,0
2026-05-31,Imphal East,Manipur,24.82,93.95,1.56,1,4.48,6.43,8.52,66.7,2,323,0.287,0
2026-06-01,Imphal East,Manipur,24.82,93.95,22.22,0,9.45,7.31,5.63,115.2,1,2996,0.448,0
2026-06-02,Imphal East,Manipur,24.82,93.95,40.54,0,8.15,7.6,8.75,136.8,3,2241,0.768,1
2026-06-03,Imphal East,Manipur,24.82,93.95,11.4,0,5.87,7.18,5.84,153.0,1,2814,0.331,0
2026-06-04,Imphal East,Manipur,24.82,93.95,23.9,0,5.6,7.95,6.72,112.9,2,559,0.444,0
2026-06-05,Imphal East,Manipur,24.82,93.95,22.21,0,4.88,6.41,7.18,114.1,2,454,0.437,0
2026-06-06,Imphal East,Manipur,24.82,93.95,0.51,1,3.73,6.45,6.61,32.9,3,846,0.346,0
2026-06-07,Imphal East,Manipur,24.82,93.95,4.89,0,4.18,5.78,5.07,53.9,1,2126,0.272,0
2026-06-08,Imphal East,Manipur,24.82,93.95,13.89,0,5.27,6.55,7.0,127.2,2,2618,0.445,0
2026-06-09,Imphal East,Manipur,24.82,93.95,43.47,0,6.19,6.33,6.55,42.2,3,2019,0.821,1
2026-06-10,Imphal East,Manipur,24.82,93.95,23.68,0,5.26,6.34,9.25,148.1,3,2890,0.594,1
2026-06-11,Imphal East,Manipur,24.82,93.95,16.36,0,5.89,6.56,8.24,96.3,2,2728,0.466,1
2026-06-12,Imphal East,Manipur,24.82,93.95,97.34,0,10.77,5.94,4.46,109.3,3,2486,0.95,1
2026-06-13,Imphal East,Manipur,24.82,93.95,18.51,0,7.95,7.47,5.16,166.6,1,2988,0.413,0
2026-06-14,Imphal East,Manipur,24.82,93.95,2.68,0,2.73,7.15,6.82,57.7,2,1212,0.279,0
2026-06-15,Imphal East,Manipur,24.82,93.95,11.53,0,3.95,7.21,5.31,89.6,2,942,0.36,0
2026-06-16,Imphal East,Manipur,24.82,93.95,42.03,0,9.16,7.88,7.27,127.9,1,596,0.68,1
2026-06-17,Imphal East,Manipur,24.82,93.95,31.58,0,3.63,6.45,7.27,99.0,1,1015,0.46,1
2026-06-18,Imphal East,Manipur,24.82,93.95,22.51,0,7.32,7.04,4.85,130.5,3,575,0.538,1
2026-06-19,Imphal East,Manipur,24.82,93.95,7.14,0,4.43,6.96,6.53,79.9,2,1966,0.369,0
2026-06-20,Imphal East,Manipur,24.82,93.95,9.84,0,2.68,8.35,5.53,92.1,0,772,0.211,0
2026-06-21,Imphal East,Manipur,24.82,93.95,37.96,0,10.63,6.83,5.91,123.0,3,2138,0.836,1
2026-06-22,Imphal East,Manipur,24.82,93.95,7.6,0,8.42,6.85,5.33,112.8,4,2275,0.41,0
2026-06-23,Imphal East,Manipur,24.82,93.95,0.36,1,1.47,5.75,6.22,126.1,2,1416,0.192,0
2026-06-24,Imphal East,Manipur,24.82,93.95,72.6,0,13.73,6.63,7.09,168.9,2,1544,0.859,1
2026-06-25,Imphal East,Manipur,24.82,93.95,89.59,0,11.73,7.54,6.59,205.6,3,1157,0.851,1
2026-06-26,Imphal East,Manipur,24.82,93.95,35.32,0,3.65,7.0,4.59,59.2,2,1737,0.513,1
2026-06-27,Imphal East,Manipur,24.82,93.95,3.26,0,6.17,7.44,5.65,110.2,2,1896,0.322,0
2026-06-28,Imphal East,Manipur,24.82,93.95,24.85,0,7.47,6.92,6.22,126.2,1,2518,0.46,1
2026-06-29,Imphal East,Manipur,24.82,93.95,27.19,0,9.72,6.56,9.69,181.8,1,1726,0.6,1
2026-01-01,Dimapur,Nagaland,25.9,93.72,0.92,1,1.84,7.34,7.38,28.8,3,1591,0.253,0
2026-01-02,Dimapur,Nagaland,25.9,93.72,1.29,2,1.81,5.65,6.9,56.3,1,2427,0.272,0
2026-01-03,Dimapur,Nagaland,25.9,93.72,0.55,3,3.29,6.24,6.3,94.3,2,2000,0.204,0
2026-01-04,Dimapur,Nagaland,25.9,93.72,18.27,0,5.14,6.53,8.15,100.7,4,2884,0.496,1
2026-01-05,Dimapur,Nagaland,25.9,93.72,3.56,0,4.83,6.4,4.78,92.3,3,2115,0.389,0
2026-01-06,Dimapur,Nagaland,25.9,93.72,10.49,0,7.41,8.14,5.92,151.2,0,1743,0.292,0
2026-01-07,Dimapur,Nagaland,25.9,93.72,4.26,0,3.59,7.36,6.56,85.0,1,1556,0.193,0
2026-01-08,Dimapur,Nagaland,25.9,93.72,9.53,0,7.8,6.54,6.13,116.8,3,1240,0.436,0
2026-01-09,Dimapur,Nagaland,25.9,93.72,2.05,0,5.28,7.34,7.33,101.3,3,2689,0.421,0
2026-01-10,Dimapur,Nagaland,25.9,93.72,1.94,1,0.5,6.69,5.27,62.4,1,445,0.084,0
2026-01-11,Dimapur,Nagaland,25.9,93.72,23.32,0,5.97,7.39,5.86,66.2,2,2200,0.488,1
2026-01-12,Dimapur,Nagaland,25.9,93.72,6.68,0,2.16,6.07,5.62,52.5,2,1029,0.284,0
2026-01-13,Dimapur,Nagaland,25.9,93.72,27.55,0,8.21,7.36,6.46,100.4,2,1777,0.621,1
2026-01-14,Dimapur,Nagaland,25.9,93.72,6.0,0,1.01,7.87,7.58,65.6,2,950,0.329,0
2026-01-15,Dimapur,Nagaland,25.9,93.72,2.06,0,0.68,8.04,4.95,57.2,3,1342,0.301,0
2026-01-16,Dimapur,Nagaland,25.9,93.72,10.97,0,5.5,5.88,7.72,119.3,1,2839,0.316,0
2026-01-17,Dimapur,Nagaland,25.9,93.72,3.82,0,5.11,6.98,5.71,29.4,0,2478,0.228,0
2026-01-18,Dimapur,Nagaland,25.9,93.72,3.8,0,7.29,8.35,5.94,103.3,3,2273,0.475,1
2026-01-19,Dimapur,Nagaland,25.9,93.72,7.09,0,3.91,6.98,5.18,135.2,1,2523,0.298,0
2026-01-20,Dimapur,Nagaland,25.9,93.72,1.0,1,7.72,7.4,7.8,122.2,2,2850,0.281,0
2026-01-21,Dimapur,Nagaland,25.9,93.72,8.14,0,6.63,6.06,7.63,138.4,2,2694,0.305,0
2026-01-22,Dimapur,Nagaland,25.9,93.72,11.61,0,3.62,7.02,5.42,59.4,1,2738,0.276,0
2026-01-23,Dimapur,Nagaland,25.9,93.72,0.18,1,4.33,7.64,7.33,89.9,3,1600,0.276,0
2026-01-24,Dimapur,Nagaland,25.9,93.72,20.54,0,3.84,7.71,6.32,14.2,1,1268,0.338,0
2026-01-25,Dimapur,Nagaland,25.9,93.72,6.04,0,7.77,6.16,4.77,61.2,1,1215,0.397,0
2026-01-26,Dimapur,Nagaland,25.9,93.72,8.97,0,7.37,7.34,7.8,118.9,2,2729,0.275,0
2026-01-27,Dimapur,Nagaland,25.9,93.72,0.55,1,0.5,7.52,5.3,27.9,5,635,0.327,0
2026-01-28,Dimapur,Nagaland,25.9,93.72,4.7,0,3.21,6.72,5.89,49.3,2,2959,0.236,0
2026-01-29,Dimapur,Nagaland,25.9,93.72,2.0,0,0.5,5.57,6.92,68.8,3,2117,0.46,1
2026-01-30,Dimapur,Nagaland,25.9,93.72,5.5,0,5.11,7.42,7.16,89.9,1,2946,0.321,0
2026-01-31,Dimapur,Nagaland,25.9,93.72,19.35,0,8.34,7.01,6.57,108.7,2,2966,0.438,0
2026-02-01,Dimapur,Nagaland,25.9,93.72,6.49,0,3.25,7.0,7.3,67.0,2,2597,0.343,0
2026-02-02,Dimapur,Nagaland,25.9,93.72,1.92,1,3.44,6.22,7.03,34.5,2,2225,0.259,0
2026-02-03,Dimapur,Nagaland,25.9,93.72,0.07,2,6.01,7.29,5.27,100.1,1,2494,0.132,0
2026-02-04,Dimapur,Nagaland,25.9,93.72,1.24,3,4.9,6.29,7.61,36.1,1,1318,0.284,0
2026-02-05,Dimapur,Nagaland,25.9,93.72,2.78,0,2.58,6.33,3.7,108.1,6,343,0.404,0
2026-02-06,Dimapur,Nagaland,25.9,93.72,9.41,0,4.92,7.62,7.81,65.2,1,499,0.262,0
2026-02-07,Dimapur,Nagaland,25.9,93.72,13.14,0,4.2,7.26,6.51,78.8,1,2649,0.233,0
2026-02-08,Dimapur,Nagaland,25.9,93.72,4.52,0,4.5,6.6,5.07,86.5,0,2849,0.159,0
2026-02-09,Dimapur,Nagaland,25.9,93.72,12.02,0,6.1,6.73,7.77,83.3,3,704,0.374,0
2026-02-10,Dimapur,Nagaland,25.9,93.72,12.56,0,4.72,6.41,5.87,66.5,2,1545,0.341,0
2026-02-11,Dimapur,Nagaland,25.9,93.72,15.61,0,7.89,7.64,4.96,80.4,2,1061,0.62,1
2026-02-12,Dimapur,Nagaland,25.9,93.72,10.09,0,0.94,6.21,6.53,23.6,0,2480,0.259,0
2026-02-13,Dimapur,Nagaland,25.9,93.72,5.9,0,6.89,7.27,5.38,81.9,0,1743,0.28,0
2026-02-14,Dimapur,Nagaland,25.9,93.72,3.02,0,1.16,6.86,4.75,87.4,2,2665,0.286,0
2026-02-15,Dimapur,Nagaland,25.9,93.72,12.11,0,4.2,6.25,7.8,111.4,2,2219,0.344,0
2026-02-16,Dimapur,Nagaland,25.9,93.72,1.08,1,4.21,6.18,6.55,62.2,1,1093,0.147,0
2026-02-17,Dimapur,Nagaland,25.9,93.72,15.79,0,5.03,6.57,8.55,148.4,2,870,0.444,0
2026-02-18,Dimapur,Nagaland,25.9,93.72,1.34,1,4.95,6.74,6.61,115.1,1,717,0.152,0
2026-02-19,Dimapur,Nagaland,25.9,93.72,1.54,2,3.37,6.72,7.46,79.2,0,2086,0.296,0
2026-02-20,Dimapur,Nagaland,25.9,93.72,0.17,3,5.03,5.68,6.96,113.2,0,2263,0.244,0
2026-02-21,Dimapur,Nagaland,25.9,93.72,5.99,0,5.92,7.06,5.98,87.4,2,1426,0.339,0
2026-02-22,Dimapur,Nagaland,25.9,93.72,1.5,1,6.24,7.96,5.66,107.2,2,2698,0.318,0
2026-02-23,Dimapur,Nagaland,25.9,93.72,34.79,0,8.39,5.97,7.03,82.2,3,2849,0.723,1
2026-02-24,Dimapur,Nagaland,25.9,93.72,2.46,0,0.5,7.66,6.54,46.3,4,1812,0.37,0
2026-02-25,Dimapur,Nagaland,25.9,93.72,9.47,0,3.37,7.82,7.77,35.4,4,1455,0.413,0
2026-02-26,Dimapur,Nagaland,25.9,93.72,5.18,0,4.79,5.87,6.56,114.3,3,1708,0.337,0
2026-02-27,Dimapur,Nagaland,25.9,93.72,2.34,0,3.79,6.25,7.55,79.0,2,1501,0.345,0
2026-02-28,Dimapur,Nagaland,25.9,93.72,2.64,0,5.0,6.06,6.52,77.5,3,1349,0.431,0
2026-03-01,Dimapur,Nagaland,25.9,93.72,5.83,0,2.77,7.1,6.47,65.9,0,1934,0.246,0
2026-03-02,Dimapur,Nagaland,25.9,93.72,20.46,0,6.87,7.32,6.62,30.6,1,2177,0.424,0
2026-03-03,Dimapur,Nagaland,25.9,93.72,8.63,0,7.93,7.31,7.45,95.1,5,939,0.562,1
2026-03-04,Dimapur,Nagaland,25.9,93.72,0.28,1,4.47,6.48,7.54,82.6,4,2712,0.358,0
2026-03-05,Dimapur,Nagaland,25.9,93.72,13.34,0,4.93,7.44,5.38,90.8,2,504,0.412,0
2026-03-06,Dimapur,Nagaland,25.9,93.72,10.16,0,8.44,7.46,8.8,128.2,2,1769,0.391,0
2026-03-07,Dimapur,Nagaland,25.9,93.72,4.18,0,8.12,7.66,3.77,108.9,0,858,0.454,1
2026-03-08,Dimapur,Nagaland,25.9,93.72,7.43,0,2.66,8.01,6.79,93.1,5,302,0.478,1
2026-03-09,Dimapur,Nagaland,25.9,93.72,6.32,0,3.93,7.41,6.67,67.7,1,1068,0.25,0
2026-03-10,Dimapur,Nagaland,25.9,93.72,13.47,0,6.78,8.09,6.4,123.7,3,1947,0.488,1
2026-03-11,Dimapur,Nagaland,25.9,93.72,3.06,0,4.17,6.04,6.13,100.3,2,1030,0.364,0
2026-03-12,Dimapur,Nagaland,25.9,93.72,10.68,0,2.96,6.96,6.4,96.8,2,2382,0.402,0
2026-03-13,Dimapur,Nagaland,25.9,93.72,5.76,0,2.46,6.76,5.85,29.5,2,659,0.292,0
2026-03-14,Dimapur,Nagaland,25.9,93.72,1.11,1,5.02,5.17,7.73,133.3,1,2416,0.203,0
2026-03-15,Dimapur,Nagaland,25.9,93.72,11.36,0,2.9,6.2,7.54,112.5,5,2416,0.521,1
2026-03-16,Dimapur,Nagaland,25.9,93.72,16.68,0,5.13,6.72,7.95,90.5,2,2641,0.342,0
2026-03-17,Dimapur,Nagaland,25.9,93.72,9.98,0,3.36,7.54,6.65,71.7,3,1905,0.522,1
2026-03-18,Dimapur,Nagaland,25.9,93.72,14.84,0,3.15,6.09,6.58,102.3,1,1460,0.396,0
2026-03-19,Dimapur,Nagaland,25.9,93.72,11.48,0,5.85,7.34,6.98,124.7,0,2789,0.311,0
2026-03-20,Dimapur,Nagaland,25.9,93.72,5.76,0,2.1,7.2,5.55,84.8,0,2453,0.195,0
2026-03-21,Dimapur,Nagaland,25.9,93.72,6.97,0,6.15,6.62,7.19,95.9,3,1478,0.386,0
2026-03-22,Dimapur,Nagaland,25.9,93.72,34.41,0,9.04,7.9,7.16,153.5,1,937,0.597,1
2026-03-23,Dimapur,Nagaland,25.9,93.72,0.07,1,5.76,6.46,2.86,111.5,1,1553,0.139,0
2026-03-24,Dimapur,Nagaland,25.9,93.72,0.73,2,3.57,7.07,6.31,68.0,3,1867,0.283,0
2026-03-25,Dimapur,Nagaland,25.9,93.72,4.11,0,1.84,7.47,5.92,101.9,2,2128,0.283,0
2026-03-26,Dimapur,Nagaland,25.9,93.72,9.54,0,4.46,6.86,3.84,60.2,1,2528,0.353,0
2026-03-27,Dimapur,Nagaland,25.9,93.72,1.31,1,8.21,7.16,6.75,100.9,1,1728,0.195,0
2026-03-28,Dimapur,Nagaland,25.9,93.72,4.76,0,0.97,5.67,7.55,28.2,3,2610,0.418,0
2026-03-29,Dimapur,Nagaland,25.9,93.72,16.98,0,2.35,6.66,6.13,58.7,4,1619,0.476,1
2026-03-30,Dimapur,Nagaland,25.9,93.72,8.12,0,6.91,6.39,6.93,94.5,2,2913,0.349,0
2026-03-31,Dimapur,Nagaland,25.9,93.72,6.51,0,5.11,6.89,7.28,64.7,2,2044,0.304,0
2026-04-01,Dimapur,Nagaland,25.9,93.72,7.82,0,4.51,6.18,6.79,139.7,1,455,0.345,0
2026-04-02,Dimapur,Nagaland,25.9,93.72,1.51,1,3.95,7.8,5.51,60.1,0,520,0.159,0
2026-04-03,Dimapur,Nagaland,25.9,93.72,1.65,2,1.59,6.22,4.04,51.3,0,1370,0.21,0
2026-04-04,Dimapur,Nagaland,25.9,93.72,9.74,0,4.89,6.24,5.2,48.9,5,2757,0.543,1
2026-04-05,Dimapur,Nagaland,25.9,93.72,17.73,0,8.4,6.99,5.46,110.8,0,1609,0.468,1
2026-04-06,Dimapur,Nagaland,25.9,93.72,0.42,1,2.17,6.57,5.43,33.1,0,1432,0.187,0
2026-04-07,Dimapur,Nagaland,25.9,93.72,5.71,0,5.33,6.65,4.71,73.2,2,1613,0.284,0
2026-04-08,Dimapur,Nagaland,25.9,93.72,5.39,0,5.55,7.64,5.95,95.4,2,1091,0.325,0
2026-04-09,Dimapur,Nagaland,25.9,93.72,1.69,1,2.66,6.94,8.24,51.4,1,1645,0.156,0
2026-04-10,Dimapur,Nagaland,25.9,93.72,0.89,2,3.36,6.25,7.65,75.6,0,1517,0.158,0
2026-04-11,Dimapur,Nagaland,25.9,93.72,8.92,0,5.22,7.9,4.92,103.6,1,2642,0.346,0
2026-04-12,Dimapur,Nagaland,25.9,93.72,8.21,0,5.0,7.15,8.06,64.2,0,2151,0.196,0
2026-04-13,Dimapur,Nagaland,25.9,93.72,3.99,0,5.43,8.6,7.8,133.7,2,1209,0.325,0
2026-04-14,Dimapur,Nagaland,25.9,93.72,13.71,0,5.75,5.88,8.95,66.1,4,2142,0.474,1
2026-04-15,Dimapur,Nagaland,25.9,93.72,6.07,0,5.75,7.38,7.34,68.3,2,872,0.227,0
2026-04-16,Dimapur,Nagaland,25.9,93.72,1.21,1,2.76,7.37,5.07,38.7,1,2647,0.203,0
2026-04-17,Dimapur,Nagaland,25.9,93.72,11.76,0,8.77,6.81,5.73,132.7,3,2064,0.503,1
2026-04-18,Dimapur,Nagaland,25.9,93.72,10.97,0,8.4,7.96,7.58,83.3,3,1550,0.567,1
2026-04-19,Dimapur,Nagaland,25.9,93.72,12.1,0,5.74,7.02,6.21,91.6,0,2746,0.328,0
2026-04-20,Dimapur,Nagaland,25.9,93.72,17.27,0,8.27,7.35,5.03,132.6,1,2214,0.426,0
2026-04-21,Dimapur,Nagaland,25.9,93.72,0.9,1,2.85,6.94,6.83,51.9,1,1865,0.209,0
2026-04-22,Dimapur,Nagaland,25.9,93.72,9.96,0,4.71,6.5,6.02,110.3,3,1821,0.359,0
2026-04-23,Dimapur,Nagaland,25.9,93.72,6.1,0,6.23,6.57,6.56,103.6,2,1765,0.418,0
2026-04-24,Dimapur,Nagaland,25.9,93.72,6.15,0,4.55,7.42,7.9,113.2,2,2156,0.302,0
2026-04-25,Dimapur,Nagaland,25.9,93.72,12.46,0,3.54,6.81,7.96,68.1,3,345,0.493,1
2026-04-26,Dimapur,Nagaland,25.9,93.72,15.9,0,5.99,6.51,6.46,40.6,1,1977,0.419,0
2026-04-27,Dimapur,Nagaland,25.9,93.72,3.26,0,2.92,7.38,7.25,123.3,1,1354,0.204,0
2026-04-28,Dimapur,Nagaland,25.9,93.72,13.03,0,8.15,6.65,5.42,101.7,3,1487,0.524,1
2026-04-29,Dimapur,Nagaland,25.9,93.72,4.28,0,0.5,6.56,6.26,70.8,4,1293,0.405,0
2026-04-30,Dimapur,Nagaland,25.9,93.72,2.45,0,3.18,6.91,7.1,67.2,1,2701,0.262,0
2026-05-01,Dimapur,Nagaland,25.9,93.72,60.89,0,8.79,6.8,8.9,111.1,3,634,0.82,1
2026-05-02,Dimapur,Nagaland,25.9,93.72,4.46,0,6.38,8.52,5.2,102.7,2,1816,0.41,0
2026-05-03,Dimapur,Nagaland,25.9,93.72,7.32,0,3.63,6.46,7.44,22.5,5,993,0.559,1
2026-05-04,Dimapur,Nagaland,25.9,93.72,19.25,0,7.66,7.1,7.77,75.5,0,2215,0.352,0
2026-05-05,Dimapur,Nagaland,25.9,93.72,14.42,0,6.35,6.54,4.61,88.6,2,764,0.467,1
2026-05-06,Dimapur,Nagaland,25.9,93.72,21.03,0,8.12,7.02,3.99,103.9,1,2355,0.468,1
2026-05-07,Dimapur,Nagaland,25.9,93.72,7.16,0,2.61,7.58,4.89,81.6,2,2536,0.351,0
2026-05-08,Dimapur,Nagaland,25.9,93.72,39.96,0,8.72,6.66,9.23,110.8,0,1701,0.601,1
2026-05-09,Dimapur,Nagaland,25.9,93.72,4.75,0,4.77,7.92,5.15,62.6,0,2616,0.302,0
2026-05-10,Dimapur,Nagaland,25.9,93.72,10.87,0,7.32,6.85,5.73,110.6,2,2151,0.356,0
2026-05-11,Dimapur,Nagaland,25.9,93.72,8.53,0,3.82,7.0,8.31,104.0,2,2527,0.371,0
2026-05-12,Dimapur,Nagaland,25.9,93.72,3.86,0,3.63,7.96,7.27,59.4,5,857,0.424,0
2026-05-13,Dimapur,Nagaland,25.9,93.72,2.44,0,2.42,6.99,5.54,76.0,1,1785,0.23,0
2026-05-14,Dimapur,Nagaland,25.9,93.72,0.13,1,6.67,6.48,8.84,97.9,1,1842,0.24,0
2026-05-15,Dimapur,Nagaland,25.9,93.72,0.26,2,5.63,6.97,8.47,54.6,4,1063,0.289,0
2026-05-16,Dimapur,Nagaland,25.9,93.72,3.65,0,7.05,6.37,6.27,147.0,3,2292,0.389,0
2026-05-17,Dimapur,Nagaland,25.9,93.72,5.76,0,3.17,6.66,8.81,42.3,3,667,0.367,0
2026-05-18,Dimapur,Nagaland,25.9,93.72,5.87,0,2.68,6.65,6.8,121.2,3,2931,0.338,0
2026-05-19,Dimapur,Nagaland,25.9,93.72,12.43,0,5.69,7.04,5.57,85.2,4,2008,0.53,1
2026-05-20,Dimapur,Nagaland,25.9,93.72,16.2,0,7.47,6.72,9.2,139.9,2,1064,0.552,1
2026-05-21,Dimapur,Nagaland,25.9,93.72,3.24,0,3.27,7.47,4.75,83.2,2,2592,0.236,0
2026-05-22,Dimapur,Nagaland,25.9,93.72,12.6,0,6.95,7.14,7.19,116.9,1,1368,0.355,0
2026-05-23,Dimapur,Nagaland,25.9,93.72,22.82,0,1.49,6.59,5.92,5.7,3,2373,0.431,0
2026-05-24,Dimapur,Nagaland,25.9,93.72,14.13,0,2.87,6.47,6.31,42.6,1,705,0.359,0
2026-05-25,Dimapur,Nagaland,25.9,93.72,2.31,0,5.82,7.37,5.5,54.6,0,1917,0.17,0
2026-05-26,Dimapur,Nagaland,25.9,93.72,2.64,0,7.9,7.17,8.7,67.3,1,1445,0.3,0
2026-05-27,Dimapur,Nagaland,25.9,93.72,29.16,0,7.85,5.9,7.48,67.4,1,2661,0.556,1
2026-05-28,Dimapur,Nagaland,25.9,93.72,6.67,0,1.5,7.26,5.59,57.8,3,807,0.4,0
2026-05-29,Dimapur,Nagaland,25.9,93.72,3.05,0,7.32,7.73,5.8,122.3,2,1959,0.292,0
2026-05-30,Dimapur,Nagaland,25.9,93.72,1.06,1,1.63,7.03,7.05,55.5,2,2126,0.229,0
2026-05-31,Dimapur,Nagaland,25.9,93.72,9.85,0,6.19,6.75,6.41,102.3,0,1091,0.286,0
2026-06-01,Dimapur,Nagaland,25.9,93.72,13.21,0,8.69,6.13,7.52,122.2,2,339,0.519,1
2026-06-02,Dimapur,Nagaland,25.9,93.72,4.01,0,5.65,7.38,5.56,65.8,3,1673,0.462,1
2026-06-03,Dimapur,Nagaland,25.9,93.72,5.51,0,2.33,6.42,4.93,88.3,1,1103,0.294,0
2026-06-04,Dimapur,Nagaland,25.9,93.72,10.13,0,7.13,7.47,7.6,77.4,2,2996,0.401,0
2026-06-05,Dimapur,Nagaland,25.9,93.72,13.27,0,5.25,6.77,6.46,92.4,2,861,0.358,0
2026-06-06,Dimapur,Nagaland,25.9,93.72,23.42,0,7.3,7.54,6.27,65.1,4,2551,0.601,1
